iter	RMSE
446	1.115930963
447	1.115890091
448	1.115866571
449	1.11581519
450	1.115699689
451	1.115665518
452	1.115629587
453	1.115588466
454	1.115533452
455	1.115508971
456	1.115462615
457	1.115440619
458	1.115394092
459	1.115358486
460	1.115332405
461	1.115307255
462	1.115284532
463	1.115193049
464	1.11517333
465	1.115102992
466	1.115047999
467	1.115018262
468	1.114971525
469	1.114932286
470	1.114900864
471	1.114870213
472	1.114739553
473	1.114711624
474	1.114671635
475	1.114642569
476	1.114598716
477	1.114571054
478	1.114539157
479	1.114429023
480	1.114391352
481	1.1143327
482	1.114303378
483	1.114248508
484	1.114207379
485	1.114164816
486	1.114121529
487	1.114064358
488	1.114047391
489	1.114000557
490	1.113950136
491	1.113921594
492	1.113902823
493	1.113851264
494	1.113808073
495	1.113772631
496	1.113736958
497	1.113698135
498	1.113660567
499	1.113627899
500	1.113591459
501	1.113537717
502	1.113470636
503	1.113428397
504	1.113371558
505	1.11332761
506	1.11329129
507	1.113237498
508	1.113150529
509	1.113121365
510	1.113102084
511	1.113026952
512	1.112994431
513	1.112956575
514	1.112913605
515	1.112871535
516	1.11282974
517	1.112739107
518	1.112652288
519	1.112627052
520	1.112578574
521	1.112550636
522	1.112523541
523	1.112502157
524	1.112434619
525	1.112394
526	1.112370913
527	1.112346463
528	1.112311989
529	1.112219571
530	1.112194357
531	1.112173733
532	1.112141135
533	1.112110943
534	1.112044976
535	1.112028304
536	1.112007124
537	1.111959098
538	1.111933
539	1.111895834
540	1.111846302
541	1.111802959
542	1.111771153
543	1.111737433
544	1.111683383
545	1.111662399
546	1.111620485
547	1.111563624
548	1.111525285
549	1.111497519
550	1.111484295
551	1.111446041
552	1.111407516
553	1.111390868
554	1.111368232
555	1.111348648
556	1.111303477
557	1.111274376
558	1.111257629
559	1.111232647
560	1.111199326
561	1.111158302
562	1.111130652
563	1.111083682
564	1.111048669
565	1.111029007
566	1.110998402
567	1.110972739
568	1.110949221
569	1.110859564
570	1.110800266
571	1.110758706
572	1.110729669
573	1.110693592
574	1.110673248
575	1.110644379
576	1.110607967
577	1.110546233
578	1.11049523
579	1.110464244
580	1.110422082
581	1.110402939
582	1.110379121
583	1.110349832
584	1.110335341
585	1.11029863
586	1.110263308
587	1.110216738
588	1.110186015
589	1.110160388
590	1.11010468
591	1.110085464
592	1.11005014
593	1.110013786
594	1.10997145
595	1.10995926
596	1.109934028
597	1.10988939
598	1.109798609
599	1.109707598
600	1.109674713
601	1.109636708
602	1.109585132
603	1.109533583
604	1.109492551
605	1.109470428
606	1.109439533
607	1.109427489
608	1.109395591
609	1.109359242
610	1.109327464
611	1.109287177
612	1.109265167
613	1.109217275
614	1.109182402
615	1.109157829
616	1.109118964
617	1.109093845
618	1.109059617
619	1.109027102
620	1.108957514
621	1.108912991
622	1.1088665
623	1.108837856
624	1.108810161
625	1.108772697
626	1.108731331
627	1.108689043
628	1.108662258
629	1.108634959
630	1.108604078
631	1.108585139
632	1.10856509
633	1.108536983
634	1.108493824
635	1.108469834
636	1.10842825
637	1.108400003
638	1.108386513
639	1.108352
640	1.108319374
641	1.108285633
642	1.108258425
643	1.10824028
644	1.108197203
645	1.108168482
646	1.108112374
647	1.10806095
648	1.10803291
649	1.108008212
650	1.10797617
651	1.107950867
652	1.107932549
653	1.107904321
654	1.1078921
655	1.107869895
656	1.107827208
657	1.107802878
658	1.107795069
659	1.107712751
660	1.107654264
661	1.107635976
662	1.107598865
663	1.107548173
664	1.107530264
665	1.107497842
666	1.107479211
667	1.107450755
668	1.107434041
669	1.107395472
670	1.107348252
671	1.107271557
672	1.107239638
673	1.107209643
674	1.107185801
675	1.107162651
676	1.107145609
677	1.107117754
678	1.10708635
679	1.10704663
680	1.107029445
681	1.106973475
682	1.106938879
683	1.106911021
684	1.106878711
685	1.106866559
686	1.106846174
687	1.106776973
688	1.10671811
689	1.106696337
690	1.106660744
691	1.106638931
692	1.106610189
693	1.106565856
694	1.10653913
695	1.106506171
696	1.106482145
697	1.106452143
698	1.106440333
699	1.106427666
700	1.1063981
701	1.106368241
702	1.106340423
703	1.106239967
704	1.1061956
705	1.106165184
706	1.106130069
707	1.106084895
708	1.10605692
709	1.106039964
710	1.106025566
711	1.105981485
712	1.105957669
713	1.10593547
714	1.105907135
715	1.105886825
716	1.10587894
717	1.105850793
718	1.105831994
719	1.105820196
720	1.105792919
721	1.105777748
722	1.105715193
723	1.105694825
724	1.105680974
725	1.105652638
726	1.105610252
727	1.105573123
728	1.105531569
729	1.105496666
730	1.105472153
731	1.105410529
732	1.105385742
733	1.105339568
734	1.105310322
735	1.105266526
736	1.105258079
737	1.105215865
738	1.105183042
739	1.105161671
740	1.105148079
741	1.105108849
742	1.105071088
743	1.105049319
744	1.105028661
745	1.105001351
746	1.104932047
747	1.104915667
748	1.10488033
749	1.104854134
750	1.104824532
751	1.104804349
752	1.104771708
753	1.10474452
754	1.104713478
755	1.104696756
756	1.104675432
757	1.104650484
758	1.104614853
759	1.104600366
760	1.104547409
761	1.104535179
762	1.104512213
763	1.104485198
764	1.104472314
765	1.104459143
766	1.104428747
767	1.104405354
768	1.104397732
769	1.104375336
770	1.104342272
771	1.1043259
772	1.104293869
773	1.104282565
774	1.10425464
775	1.104208279
776	1.104198561
777	1.104170642
778	1.104158845
779	1.104139279
780	1.10411771
781	1.104095534
782	1.10407683
783	1.104024209
784	1.104015025
785	1.103980017
786	1.103952454
787	1.10391612
788	1.103895492
789	1.10386232
790	1.103843664
791	1.103825994
792	1.103796728
793	1.103786833
794	1.103768949
795	1.103739967
796	1.103726751
797	1.103718254
798	1.103688349
799	1.10366478
800	1.103648687
801	1.103619531
802	1.103583877
803	1.103574023
804	1.103549837
805	1.103535821
806	1.103507496
807	1.103463842
808	1.103427309
809	1.10340101
810	1.103379226
811	1.103357527
812	1.103333606
813	1.103311359
814	1.103294045
815	1.10327081
816	1.103221596
817	1.103202457
818	1.103174956
819	1.103147723
820	1.103125745
821	1.103103306
822	1.103080747
823	1.103054189
824	1.103036996
825	1.103013569
826	1.103006799
827	1.102987702
828	1.102960783
829	1.102937794
830	1.10292181
831	1.102889771
832	1.102867144
833	1.102840154
834	1.102807155
835	1.102784609
836	1.102748485
837	1.102719893
838	1.102677018
839	1.102625924
840	1.102587788
841	1.10255645
842	1.102541801
843	1.102519892
844	1.102505967
845	1.102493936
846	1.102453087
847	1.102427458
848	1.102388033
849	1.102346901
850	1.102316229
851	1.102289581
852	1.10224198
853	1.10223164
854	1.102207576
855	1.102176278
856	1.102112237
857	1.10207972
858	1.102063223
859	1.102043147
860	1.102027328
861	1.102012438
862	1.101988798
863	1.10195142
864	1.101921695
865	1.101889198
866	1.101864949
867	1.101837534
868	1.101812358
869	1.101786298
870	1.101765741
871	1.101731819
872	1.101715276
873	1.101699241
874	1.101660111
875	1.10162289
876	1.101596433
877	1.101582675
878	1.101563664
879	1.101538318
880	1.101502672
881	1.101474035
882	1.101438902
883	1.101378855
884	1.10135361
885	1.101327548
886	1.101314031
887	1.101291957
888	1.101261836
889	1.101251334
890	1.101226744
891	1.101215142
892	1.101194331
893	1.101153941
894	1.101136462
895	1.10111426
896	1.101096099
897	1.10108298
898	1.101059285
899	1.101036746
900	1.100983928
901	1.100959591
902	1.100949374
903	1.100919724
904	1.100894555
905	1.100870074
906	1.100850277
907	1.100826756
908	1.100796314
909	1.100774355
910	1.100748706
911	1.100709601
912	1.100691104
913	1.100686513
914	1.10064608
915	1.100631619
916	1.100592357
917	1.100566959
918	1.100533431
919	1.100482324
920	1.100468108
921	1.100456019
922	1.100453639
923	1.100437255
924	1.100412133
925	1.100393214
926	1.100373747
927	1.100364428
928	1.10033574
929	1.100304659
930	1.100293541
931	1.100266244
932	1.10025164
933	1.100242779
934	1.100224281
935	1.100202824
936	1.10018403
937	1.100149509
938	1.100109218
939	1.100095509
940	1.100064311
941	1.100047312
942	1.100035494
943	1.10002033
944	1.09999558
945	1.099969187
946	1.099948143
947	1.099945863
948	1.099929555
949	1.099912
950	1.099883907
951	1.099856687
952	1.099837833
953	1.099824782
954	1.099790632
955	1.099755593
956	1.099727339
957	1.09970676
958	1.09969516
959	1.099679925
960	1.099651785
961	1.099630896
962	1.099607925
963	1.099596124
964	1.09957146
965	1.09954545
966	1.099507704
967	1.099490872
968	1.099457155
969	1.099439916
970	1.099424981
971	1.099399184
972	1.099367158
973	1.099343881
974	1.099323816
975	1.099304103
976	1.099284595
977	1.099249324
978	1.099234221
979	1.099213615
980	1.099190927
981	1.099158752
982	1.099147239
983	1.099126302
984	1.099097
985	1.099077591
986	1.099049745
987	1.09904182
988	1.099007632
989	1.098981662
990	1.098953994
991	1.098931804
992	1.098925826
993	1.098906611
994	1.098890967
995	1.09886122
996	1.098833785
997	1.098817165
998	1.098795568
999	1.098784731
